ITEM_SEQ,INGR_CODE,INGR_NAME,QNT,INGD_UNIT_CD
195700013,D000155,"에페드린염산염",40,"밀리그램"
195700015,D000147,"벤조산나트륨카페인",0.2,"그램"
195700016,D000147,"벤조산나트륨카페인",0.1,"그램"
195700020,D001098,"아선약",100.0,"밀리그램"
195700020,D001670,"후박",50.0,"밀리그램"
195700020,D000709,"L-멘톨",21.0,"밀리그램"
195800018,D000155,"에페드린염산염",40,"밀리그램"
195800019,D000145,"아미노필린수화물",25,"밀리그램"
195900009,D001657,"바실루스서브틸리스균",3.0,"밀리그램"
195900009,D000363,"티아민질산염",0.3,"밀리그램"
195900009,D001098,"리보플라빈",0.2,"밀리그램"
195900009,D001521,"니코틴산아미드",0.1,"밀리그램"
195900043,D000671,"탄산수소나트륨",90,"밀리그램"
195900043,D001498,"침강탄산칼슘",40,"밀리그램"
195900043,D001491,"탄산마그네슘",25,"밀리그램"
195900045,D001098,"마황",0.67,"그램"
195900045,D000493,"인삼",0.2,"그램"
195900045,D000092,"구아이페네신",0.07,"그램"
195900051,D000363,"감초",1.5,"밀리그램"
195900051,D001098,"갈근",2.5,"밀리그램"
195900051,D000493,"인삼",10.0,"밀리그램"
195900051,D001670,"후박",2.5,"밀리그램"
195900051,D000147,"황련",1.0,"밀리그램"
196000001,D000064,"테트라사이클린염산염",250,"밀리그램"
196000008,D000559,"히드로클로로티아지드",25.0,"밀리그램"
196000010,D000145,"클로르페니라민말레산염",2,"밀리그램"
196000011,D000145,"클로르페니라민말레산염",2.0,"밀리그램"
196100002,D000241,"스트렙토마이신황산염",1,"그램"
196200032,D000314,"이소니아지드",100.0,"밀리그램"
196200034,D000363,"티아민염산염",6.0,"밀리그램"
196200034,D001098,"리보플라빈",6.0,"밀리그램"
196200034,D001521,"피리독신염산염",1.0,"밀리그램"
196300001,D001820,"디곡신",0.25,"밀리그램"
196300011,D001498,"침강탄산칼슘",160,"밀리그램"
196300011,D000671,"탄산수소나트륨",68,"밀리그램"
196300011,D001098,"건강틴크",0.48,"밀리그램"
196300025,D000667,"옥시토신",5,"아이.유"
196300035,D001820,"디곡신",0.25,"밀리그램"
196300064,D000199,"덱사메타손",0.75,"밀리그램"
196300084,D000493,"인삼",6.2,"그램"
196400020,D001819,"염화칼슘수화물",0.2,"그램"
196400020,D000565,"염화칼륨",0.3,"그램"
196400036,D000798,"푸로세미드",20.0,"밀리그램"
196400037,D000798,"푸로세미드",40,"밀리그램"
196400046,D001498,"침강탄산칼슘",100.0,"밀리그램"
196400046,D001491,"탄산마그네슘",50.0,"밀리그램"
196400046,D000671,"탄산수소나트륨",50.0,"밀리그램"
196400054,D000656,"아트로핀황산염수화물",0.5,"밀리그램"
196400089,D001098,"갈근",2.5,"밀리그램"
196400089,D000709,"l-멘톨",0.05,"밀리그램"
196400089,D000363,"감초",1.25,"밀리그램"
196400089,D000147,"향부자",2.5,"밀리그램"
196400089,D001670,"후박",2.5,"밀리그램"
196400090,D000493,"인삼",6.2,"그램"
196400099,D000549,"시클로세린",250,"밀리그램"
196500004,D000426,"메트로니다졸",250,"밀리그램"
196500051,D000747,"카페인무수물",50,"밀리그램"
196600062,D001098,"길경가루",11.7,"밀리그램"
196600062,D000363,"감초가루",8.3,"밀리그램"
196600063,D001521,"피리독신염산염",3,"밀리그램"
196600063,D001098,"리보플라빈",2,"밀리그램"
196600063,D000747,"카페인무수물",30,"밀리그램"
196600063,D000493,"인삼유동엑스",450,"마이크로리터"
196700015,D001819,"염화칼슘수화물",0.2,"그램"
196700015,D000565,"염화칼륨",0.3,"그램"
196700060,D000314,"에탐부톨염산염",400.0,"밀리그램"
196700061,D000709,"l-멘톨",240.0,"밀리그램"
196700061,D000493,"디펜히드라민",20.0,"밀리그램"
196800016,D001542,"D-만니톨",150,"그램"
196800036,D000134,"아세트아미노펜",300.0,"밀리그램"
196800036,D000092,"구아이페네신",80.0,"밀리그램"
196800036,D000493,"펜톡시베린시트르산염",15.0,"밀리그램"
196800036,D000896,"페닐레프린염산염",10.0,"밀리그램"
196800036,D000145,"클로르페니라민말레산염",2.5,"밀리그램"
196800036,D000747,"카페인무수물",30.0,"밀리그램"
196900028,D001098,"아스코르브산",50,"밀리그램"
196900031,D000560,"에피네프린",1,"밀리그램"
196900033,D000656,"아트로핀황산염수화물",0.5,"밀리그램"
196900042,D001370,"베르베린탄닌산염",500.0,"밀리그램"
196900058,D000493,"덱스트로메토르판브롬화수소산염수화물",75,"밀리그램"
196900058,D000092,"dl-메틸에페드린염산염",131.25,"밀리그램"
196900058,D000145,"클로르페니라민말레산염",15,"밀리그램"
196900068,D000493,"인삼",0.7295,"밀리그램"
197000017,D000565,"염화칼륨",0.15,"그램"
197000026,D001819,"염화칼슘수화물",0.2,"그램"
197000026,D000565,"염화칼륨",0.3,"그램"
197000037,D000147,"푸르설티아민",50,"밀리그램"
197000037,D001098,"리보플라빈부티레이트",2.5,"밀리그램"
197000037,D000415,"히드록소코발라민아세트산염",5.22,"마이크로그램"
197000040,D001495,"우르소데옥시콜산",50,"밀리그램"
197000040,D000363,"티아민질산염",10,"밀리그램"
197000040,D001098,"리보플라빈",5,"밀리그램"
197000049,D000546,"트리메토프림",80,"밀리그램"
197000050,D000553,"알로푸리놀",100,"밀리그램"
197000053,D000316,"슈도에페드린염산염",60,"밀리그램"
197000053,D001098,"트리프롤리딘염산염수화물",2.5,"밀리그램"
197000068,D000690,"글리벤클라미드",5,"밀리그램"
197000073,D001098,"염산노스카핀",150,"밀리그램"
197000073,D000145,"말레인산클로르페니라민",20,"밀리그램"
197000074,D001617,"글리신",600.0,"밀리그램"
197000074,D000671,"탄산수소나트륨",713.0,"밀리그램"
197000074,D000709,"L-멘톨",15.0,"밀리그램"
197000076,D001262,"디멘히드리네이트",50.0,"밀리그램"
197000079,D000809,"아미트리프틸린염산염",10.00,"밀리그램"
197000102,D000145,"아미노필린수화물",100,"밀리그램"
197000104,D000595,"페니토인",100,"밀리그램"
197000114,D001575,"사람혈청알부민",5,"그램"
197000191,D001819,"염화칼슘수화물",30,"밀리그램"
197000208,D000671,"탄산수소나트륨",200,"밀리그램"
197100029,D001542,"D-만니톨",75,"그램"
197100030,D000145,"아미노필린수화물",25,"밀리그램"
197100059,D000075,"겐타마이신황산염",1.0,"밀리그램"
197100073,D000538,"벤지다민염산염",25.0,"밀리그램"
197100095,D001498,"침강탄산칼슘",150,"밀리그램"
197100095,D000671,"탄산수소나트륨",650,"밀리그램"
197100095,D001491,"탄산마그네슘",130,"밀리그램"
197100097,D000440,"벤즈트로핀메실산염",2,"밀리그램"
197200086,D000560,"에피네프린",0.1,"그램"
197200091,D000590,"트라넥삼산",250.0,"밀리그램"
197200160,D000798,"푸로세미드",40,"밀리그램"
197200165,D001098,"행인",5,"밀리그램"
197200165,D001670,"대황",4,"밀리그램"
197200167,D000709,"L-멘톨",245.00,"밀리그램"
197200208,D000425,"시메치콘",14.0,"밀리그램"
197200483,D000747,"무수카페인",50,"밀리그램"
197200483,D000134,"아세트아미노펜",300,"밀리그램"
197200484,D000425,"메토클로프라미드",3.84,"밀리그램"
197300021,D000314,"리팜피신",150,"밀리그램"
197300057,D001617,"D-소르비톨",5,"그램"
197300084,D000314,"리팜피신",150,"밀리그램"
197300090,D001819,"염화칼슘수화물",30,"밀리그램"
197300121,D000645,"암피실린나트륨",500,"밀리그램"
197300150,D000466,"염산노르트립틸린",11.4,"밀리그램"
197300151,D000466,"염산노르트립틸린",28.5,"밀리그램"
197300172,D000059,"탄산리튬",300.0,"밀리그램"
197300231,D000147,"황금",56,"밀리그램"
197300231,D001657,"백출",56,"밀리그램"
197300231,D001098,"길경",47,"밀리그램"
197300231,D001300,"천궁",47,"밀리그램"
197300231,D000363,"감초",188,"밀리그램"
197300231,D000493,"인삼",94,"밀리그램"
197400010,D001098,"생강",0.44,"그램"
197400010,D001670,"후박",0.33,"그램"
197400010,D000147,"자소엽",0.22,"그램"
197400011,D000147,"시호",0.55,"그램"
197400011,D000447,"승마",0.11,"그램"
197400011,D001670,"대황",0.11,"그램"
197400011,D000363,"감초",0.33,"그램"
197400012,D001670,"대황",0.34,"그램"
197400016,D001300,"천궁",0.22,"그램"
197400016,D001098,"작약",0.22,"그램"
197400017,D001098,"마황",0.33,"그램"
197400017,D000363,"감초",0.33,"그램"
197400017,D000147,"세신",0.33,"그램"
197400018,D000147,"시호",0.67,"그램"
197400018,D001098,"건강",0.22,"그램"
197400018,D000363,"감초",0.22,"그램"
197400031,D001480,"플루오시노니드",0.5,"밀리그램"
197400038,D000314,"염산에탐부톨",250,"밀리그램"
197400039,D000314,"에탐부톨염산염",400.00,"밀리그램"
197400040,D000799,"프로프라놀롤염산염",10,"밀리그램"
197400077,D000565,"염화칼륨",0.15,"그램"
197400233,D000709,"L-멘톨",74.45,"밀리그램"
197400246,D001377,"수산화마그네슘",500.0,"밀리그램"
197400262,D000026,"시프로헵타딘오로트산염수화물",1.5,"밀리그램"
197400262,D001617,"L-리신염산염",150.0,"밀리그램"
197400262,D001521,"시아노코발라민",1.0,"밀리그램"
197400267,D000199,"덱사메타손포스페이트이나트륨",5,"밀리그램"
197400277,D000917,"브롬헥신염산염",8.0,"밀리그램"
197400343,D000917,"브롬헥신염산염",8,"밀리그램"
197400347,D000137,"살부타몰황산염",2.4,"밀리그램"
197400369,D000493,"인삼가루",2.8,"그램"
197400416,D001483,"크로타미톤",100,"밀리그램"
197500016,D000982,"나프록센",250,"밀리그램"
197500023,D000683,"트리암시놀론아세토니드",40,"밀리그램"
197500050,D000565,"염화칼륨",0.03,"그램"
197500050,D001819,"염화칼슘수화물",0.033,"그램"
197500054,D001542,"D-만니톨",20,"그램"
197500143,D000671,"탄산수소나트륨",50,"밀리그램"
197500144,D000145,"아미노필린수화물",25,"밀리그램"
197500145,D000199,"덱사메타손포스페이트이나트륨",5,"밀리그램"
197500146,D000363,"티아민염산염",25,"밀리그램"
197500147,D000656,"아트로핀황산염수화물",0.5,"밀리그램"
197500186,D000809,"아미트리프틸린염산염",10.0,"밀리그램"
197500187,D001477,"설파디아진은",10,"밀리그램"
197500188,D000809,"아미트리프틸린염산염",25.0,"밀리그램"
197500220,D000075,"겐타마이신황산염",80,"밀리그램"
197500285,D000595,"페니토인",100,"밀리그램"
197500291,D000147,"황금",75.0,"밀리그램"
197500291,D001098,"행인",18.75,"밀리그램"
197500291,D001670,"대황",75.0,"밀리그램"
197500386,D000026,"시프로헵타딘염산염수화물",4.0,"밀리그램"
197500388,D000917,"브롬헥신염산염",8,"밀리그램"
197500450,D000798,"푸로세미드",40,"밀리그램"
197500541,D000731,"스피로노락톤",25,"밀리그램"
197500566,D000147,"벤조산나트륨카페인",110,"밀리그램"
197500569,D001521,"피리독신염산염",50,"밀리그램"
197500570,D000145,"클로르페니라민말레산염",2,"밀리그램"
197600011,D000147,"황련",0.5,"그램"
197600011,D001670,"대황",0.67,"그램"
197600013,D000147,"소시호탕연조엑스",1618,"밀리그램"
197600016,D001098,"생강",1.33,"그램"
197600016,D000363,"감초",0.67,"그램"
197600016,D000147,"세신",0.67,"그램"
197600027,D001657,"백출",1,"그램"
197600027,D000363,"감초",0.67,"그램"
197600028,D001098,"작약",2,"그램"
197600028,D000363,"감초",2,"그램"
197600030,D001098,"대추",,"그램"
197600030,D000363,"감초",,"그램"
197600046,D000799,"프로프라놀롤염산염",40,"밀리그램"
197600064,D000623,"플루오로우라실",50,"밀리그램"
197600065,D000732,"시클로포스파미드",50,"밀리그램"
197600142,D001477,"설파디아진은",10.0,"밀리그램"
197600174,D000316,"슈도에페드린염산염",600,"밀리그램"
197600174,D001098,"트리프롤리딘염산염수화물",25,"밀리그램"
197600345,D000316,"슈도에페드린염산염",25.00,"밀리그램"
197600345,D000145,"클로르페니라민말레산염",4.00,"밀리그램"
197600350,D000216,"레티놀팔미테이트",4000,"아이.유"
197600350,D001521,"시아노코발라민",5,"밀리그램"
197600350,D000671,"에르고칼시페롤",400,"아이.유"
197600350,D001098,"아스코르브산",75,"밀리그램"
197600350,D000363,"티아민염산염",2,"밀리그램"
197600412,D000222,"로페라미드염산염",2,"밀리그램"
197600432,D000134,"아세트아미노펜",300,"밀리그램"
197600483,D001300,"비사코딜",5.0,"밀리그램"
197600629,D000276,"클로르프로칙센",100.00,"밀리그램"
197600721,D000147,"황련해독탕연조엑스",0.94,"밀리그램"
197700012,D000147,"맥문동",1.11,"그램"
197700012,D001098,"대추",0.33,"그램"
197700012,D000363,"감초",0.22,"그램"
197700012,D000493,"인삼",0.22,"그램"
197700025,D001448,"이노시플렉스",500,"밀리그램"
197700049,D000140,"시메티딘",200,"밀리그램"
197700052,D001617,"L-이소류신",0.07,"그램"
197700052,D000363,"L-아르기닌",0.248,"그램"
197700052,D001098,"리보플라빈포스페이트나트륨",0.508,"밀리그램"
197700052,D001521,"피리독신염산염",3,"밀리그램"
197700052,D000283,"L-메티오닌",0.11,"그램"
197700088,D000140,"시메티딘",200,"밀리그램"
197700114,D000079,"글리피지드",5,"밀리그램"
197700117,D000314,"리팜피신",300,"밀리그램"
197700120,D000363,"이부프로펜",200,"밀리그램"
197700134,D000363,"감초",1,"그램"
197700134,D001098,"건강",1,"그램"
197700134,D000147,"반하",2,"그램"
197700163,D000132,"베타메타손디프로피오네이트",0.64,"밀리그램"
197700163,D000075,"겐타마이신황산염",1.0,"밀리그램"
197700189,D000671,"규산알루민산마그네슘",6.667,"그램"
197700283,D001098,"작약",2.0,"그램"
197700283,D000363,"감초",2.0,"그램"
197700292,D000493,"인삼",1.00,"그램"
197700292,D000363,"감초",0.33,"그램"
197700292,D001098,"대추",0.67,"그램"
197700292,D001657,"백출",1.00,"그램"
197700292,D000147,"시호",1.00,"그램"
197700294,D000147,"시호",2.00,"그램"
197700294,D001098,"건강",0.67,"그램"
197700294,D000363,"감초",0.67,"그램"
197700296,D001098,"대추",1.33,"그램"
197700296,D000363,"감초",0.67,"그램"
197700302,D001657,"백출",1.00,"그램"
197700302,D000363,"감초",0.67,"그램"
197700322,D001098,"트리프롤리딘염산염수화물",2.5,"밀리그램"
197700322,D000316,"수도에페드린염산염",60.0,"밀리그램"
197700470,D001098,"작약",0.5,"그램"
197700470,D000363,"감초",0.25,"그램"
197800008,D001098,"대추",0.33,"그램"
197800008,D000147,"황금",0.33,"그램"
197800008,D001673,"지실",0.22,"그램"
197800008,D001670,"대황",0.22,"그램"
197800009,D001657,"백출",0.33,"그램"
197800009,D000363,"감초",0.22,"그램"
197800009,D001098,"대추",0.44,"그램"
197800012,D001670,"대황",1.00,"그램"
197800012,D000363,"감초",0.50,"그램"
197800018,D001098,"작약",3,"그램"
197800020,D001670,"대황",3,"그램"
197800036,D000683,"트리암시놀론아세토니드",1,"밀리그램"
197800055,D000140,"시메티딘",100,"밀리그램"
197800085,D000140,"시메티딘",200.0,"밀리그램"
197800109,D001098,"육계",3.7,"밀리그램"
197800131,D000314,"피라진아미드",250.0,"밀리그램"
197800132,D000314,"피라진아미드",500.0,"밀리그램"
197800134,D000140,"시메티딘",100,"밀리그램"
197800165,D000140,"시메티딘",200.0,"밀리그램"
197800210,D000114,"히드록시진염산염",10,"밀리그램"
197800211,D001480,"플루오시노니드",0.5,"밀리그램"
197800212,D000222,"로페라미드염산염",2,"밀리그램"
197800241,D000841,"황산헥소프레날린",0.5,"밀리그램"
197800242,D000671,"규산알루민산마그네슘",500,"밀리그램"
197800288,D000307,"피라세탐",200,"밀리그램"
197800294,D000363,"부틸스코폴라민브롬화물",20,"밀리그램"
197800303,D000126,"메티마졸",5,"밀리그램"
197800305,D000408,"프로필티오우라실",50,"밀리그램"
197800307,D000140,"시메티딘",200.0,"밀리그램"
197800308,D000226,"메퀴타진",5,"밀리그램"
197800318,D000147,"오미자",240,"밀리그램"
197800318,D000493,"인삼",240,"밀리그램"
197800318,D001657,"차전자",180,"밀리그램"
197800318,D001098,"원지",120,"밀리그램"
197800334,D001098,"작약",1.33,"그램"
197800334,D000363,"감초",0.67,"그램"
197800335,D001098,"생강",1.0,"그램"
197800335,D000493,"인삼",1.0,"그램"
197800335,D000147,"맥문동",2.0,"그램"
197800336,D000147,"시호",1.67,"그램"
197800336,D001670,"대황",0.33,"그램"
197800336,D001098,"대추",0.83,"그램"
197800336,D000493,"인삼",0.83,"그램"
197800337,D001098,"작약",2.00,"그램"
197800337,D000363,"감초",0.67,"그램"
197800340,D000147,"황금",1.33,"그램"
197800340,D001098,"작약",1.00,"그램"
197800340,D000363,"감초",1.00,"그램"
197800388,D000199,"덱사메타손",0.75,"밀리그램"
197800389,D000132,"베타메타손",0.25,"밀리그램"
197800389,D000145,"d-클로르페니라민말레산염",2.0,"밀리그램"
197800542,D001480,"플루오시노니드",5,"밀리그램"
197900009,D001098,"행인",0.33,"그램"
197900009,D000363,"감초",0.22,"그램"
197900026,D001098,"갈근",3.0,"그램"
197900028,D001098,"건강",1,"그램"
197900030,D001098,"대추",3,"그램"
197900032,D000147,"황금",1.33,"그램"
197900032,D001098,"작약",1.00,"그램"
197900032,D000363,"감초",1.00,"그램"
197900034,D000363,"감초",0.66,"그램"
197900034,D000147,"갱미",3.30,"그램"
197900034,D000493,"인삼",1.00,"그램"
197900039,D000147,"황금",,"그램"
197900039,D001657,"차전자",,"그램"
197900039,D000363,"감초",,"그램"
197900042,D000147,"시호",2.00,"그램"
197900042,D000363,"감초",1.00,"그램"
197900042,D000447,"승마",0.67,"그램"
197900042,D001670,"대황",0.50,"그램"
197900043,D001098,"육계",0.33,"그램"
197900045,D000493,"갈근탕연조엑스",1928,"밀리그램"
197900047,D000493,"인삼",1.0,"그램"
197900047,D000363,"감초",0.5,"그램"
197900047,D001657,"백출",1.0,"그램"
197900047,D001098,"작약",1.0,"그램"
197900047,D001300,"천궁",1.0,"그램"
197900048,D000147,"맥문동탕연조엑스",2.07,"밀리그램"
197900066,D000553,"알로푸리놀",100,"밀리그램"
197900070,D000716,"메토트렉세이트",25,"밀리그램"
197900095,D000628,"록시트로마이신",150,"밀리그램"
197900123,D000644,"설린닥",100,"밀리그램"
197900134,D000486,"토브라마이신",40,"밀리그램"
197900145,D000716,"메토트렉세이트",2.5,"밀리그램"
197900149,D000140,"시메티딘",200,"밀리그램"
197900151,D000709,"리도카인염산염수화물",21.33,"밀리그램"
197900157,D000835,"플루페남산",100,"밀리그램"
197900176,D000709,"클로르헥시딘글루콘산염 액",0.05,"밀리리터"
197900202,D000132,"베타메타손",250.0,"마이크로그램"
197900202,D000145,"d-클로르페니라민말레산염",2.0,"밀리그램"
197900219,D000374,"클레마스틴푸마르산염",1.34,"밀리그램"
197900232,D000841,"황산헥소프레날린",0.005,"밀리그램"
197900277,D000134,"아세트아미노펜",300,"밀리그램"
197900277,D000747,"카페인무수물",50,"밀리그램"
197900277,D000573,"이소프로필안티피린",150,"밀리그램"
197900279,D000132,"베타메타손포스페이트나트륨",5.2,"밀리그램"
197900284,D000140,"시메티딘",300,"밀리그램"
197900304,D001098,"대추",1.33,"그램"
197900304,D000363,"감초",1.00,"그램"
197900322,D001098,"작약",1.00,"그램"
197900322,D000147,"세신",0.67,"그램"
197900322,D000363,"감초",0.67,"그램"
197900325,D001098,"생강",0.50,"그램"
197900325,D000363,"감초",0.33,"그램"
197900325,D001300,"천궁",0.67,"그램"
197900325,D001657,"백출",0.67,"그램"
197900331,D001098,"마황",0.40,"그램"
197900331,D001670,"대황",0.50,"그램"
197900331,D001657,"백출",0.67,"그램"
197900331,D000147,"황금",0.67,"그램"
197900331,D000363,"감초",0.67,"그램"
197900331,D001300,"천궁",0.40,"그램"
197900332,D000363,"감초",0.67,"그램"
197900332,D000147,"갱미",3.33,"그램"
197900332,D000493,"인삼",1.00,"그램"
197900378,D000132,"베타메타손",0.5,"밀리그램"
197900411,D000089,"디시클로민염산염",10,"밀리그램"
197900442,D000709,"리도카인염산염수화물",21.33,"밀리그램"
197900442,D000560,"에피네프린타르타르산염",0.018,"밀리그램"
197900443,D000709,"리도카인염산염수화물",,"밀리그램"
197900575,D000316,"슈도에페드린염산염",60,"밀리그램"
197900577,D000645,"암피실린나트륨",500,"밀리그램"
197900578,D000645,"암피실린나트륨",1000,"밀리그램"
198000019,D001098,"행인",3,"그램"
198000021,D000147,"세신",3,"그램"
198000024,D001098,"마황",1.33,"그램"
198000024,D000363,"감초",0.67,"그램"
198000031,D000493,"인삼",1.00,"그램"
198000031,D000363,"감초",0.5,"그램"
198000031,D001657,"백출",1.33,"그램"
198000031,D001098,"길경",0.83,"그램"
198000032,D001098,"마황",3,"그램"
198000035,D000147,"시호",2.00,"그램"
198000035,D001098,"건강",0.17,"그램"
198000035,D001657,"백출",0.94,"그램"
198000035,D000493,"인삼",0.75,"그램"
198000035,D000363,"감초",0.75,"그램"
198000041,D001098,"생강",2.66,"그램"
198000041,D000147,"반하",2.66,"그램"
198000043,D000147,"오미자",1.56,"그램"
198000043,D000363,"감초",1.88,"그램"
198000046,D001670,"후박",1,"그램"
198000046,D001098,"진피",1,"그램"
198000046,D000363,"감초",0.33,"그램"
198000048,D001670,"대황",0.67,"그램"
198000054,D000314,"리팜피신",300.00,"밀리그램"
198000058,D000506,"디클로페낙나트륨",25,"밀리그램"
198000105,D000503,"독시사이클린하이클레이트수화물",100,"밀리그램"
198000150,D001670,"대황",24,"밀리그램"
198000150,D001098,"건강",24,"밀리그램"
198000151,D001673,"지실",0.5,"그램"
198000151,D001098,"작약",0.5,"그램"
198000151,D000363,"감초",0.5,"그램"
198000152,D001098,"건강",0.167,"그램"
198000152,D000363,"감초",0.33,"그램"
198000152,D001300,"천궁",0.67,"그램"
198000152,D001657,"백출",0.67,"그램"
198000154,D001617,"L-리신염산염",300,"밀리그램"
198000154,D000363,"L-아르기닌",400,"밀리그램"
198000154,D001521,"피리독신염산염",8,"밀리그램"
198000154,D001098,"리보플라빈포스페이트나트륨",1,"밀리그램"
198000154,D000283,"L-메티오닌",240,"밀리그램"
198000160,D000103,"프리미돈",250.00,"밀리그램"
198000187,D000363,"감초",2,"그램"
198000187,D001098,"작약",2,"그램"
198000189,D000363,"감초",1,"그램"
198000189,D001098,"대추",1.33,"그램"
198000206,D000702,"펜톡시필린",400,"밀리그램"
198000228,D000132,"베타메타손디프로피오네이트",0.64,"밀리그램"
198000228,D000075,"겐타마이신황산염",1,"밀리그램"
198000229,D000686,"페노피브레이트",100,"밀리그램"
198000230,D000283,"디엘메치오닌",200,"밀리그램"
198000300,D000595,"페니토인나트륨",250,"밀리그램"
198000301,D000535,"발프로산나트륨",200,"밀리그램"
198000350,D000363,"감초",0.50,"그램"
198000350,D001098,"길경",0.83,"그램"
198000350,D000147,"시호",0.83,"그램"
198000350,D001300,"천궁",0.50,"그램"
198000350,D001673,"지실",0.50,"그램"
198000358,D001098,"마황",1.33,"그램"
198000358,D000363,"감초",0.67,"그램"
198000362,D001098,"작약",1.33,"그램"
198000362,D001657,"백출",1.33,"그램"
198000362,D000363,"감초",0.67,"그램"
198000363,D000147,"맥문동",1.88,"그램"
198000363,D001300,"천궁",1.25,"그램"
198000363,D001098,"건강",0.31,"그램"
198000363,D000363,"감초",0.31,"그램"
198000366,D001098,"마황",1.33,"그램"
198000366,D001657,"백출",1.33,"그램"
198000366,D000363,"감초",0.67,"그램"
198000371,D000493,"인삼",1.33,"그램"
198000371,D000447,"승마",0.33,"그램"
198000371,D001657,"백출",1.33,"그램"
198000371,D001098,"진피",0.67,"그램"
198000371,D000147,"시호",0.67,"그램"
198000371,D000363,"감초",0.5,"그램"
198000372,D000147,"반하",1.67,"그램"
198000372,D001098,"괄루인",1.33,"그램"
198000372,D000493,"인삼",1.0,"그램"
198000372,D000363,"감초",0.67,"그램"
198000373,D000147,"반하",2,"그램"
198000373,D001098,"괄루인",1,"그램"
198000374,D001098,"대추",1.00,"그램"
198000374,D000147,"황금",1.00,"그램"
198000374,D001673,"지실",0.67,"그램"
198000374,D001670,"대황",0.67,"그램"
198000375,D001098,"길경",1.00,"그램"
198000375,D000363,"감초",0.50,"그램"
198000375,D000147,"시호",1.00,"그램"
198000375,D001300,"천궁",1.00,"그램"
198000377,D001673,"지실",0.67,"그램"
198000377,D001098,"작약",1.33,"그램"
198000377,D000147,"시호",1.67,"그램"
198000377,D000363,"감초",0.67,"그램"
198000453,D000683,"트리암시놀론아세토니드",1,"밀리그램"
198000484,D000683,"트리암시놀론아세토니드",1,"밀리그램"
198000571,D001098,"생강",0.33,"그램"
198000571,D000363,"감초",0.25,"그램"
198000620,D001176,"아산화질소",97.0,"용량백분율"
198000630,D000147,"자소엽",0.5,"그램"
198000630,D001098,"대추",0.5,"그램"
198000630,D000363,"감초",0.33,"그램"
198000630,D001673,"지실",0.5,"그램"
198000630,D000493,"인삼",0.5,"그램"
198100012,D000818,"딜티아젬염산염",30.0,"밀리그램"
198100015,D000012,"베자피브레이트",200,"밀리그램"
198100022,D000683,"트리암시놀론아세토니드",1,"밀리그램"
198100026,D000075,"겐타마이신황산염",1,"밀리그램"
198100026,D000132,"베타메타손디프로피오네이트",0.64,"밀리그램"
198100066,D001617,"L-이소류신",0.14,"그램"
198100066,D001098,"리보플라빈포스페이트나트륨",0.2,"밀리그램"
198100066,D001521,"니코틴산아미드",1.5,"밀리그램"
198100066,D001651,"덱스판테놀",1.0,"밀리그램"
198100066,D000283,"L-메티오닌",0.22,"그램"
198100066,D000363,"L-아르기닌",0.50,"그램"
198100078,D000675,"클로닉신리시네이트",125,"밀리그램"
198100080,D000683,"트리암시놀론아세토니드",40,"밀리그램"
198100091,D000799,"프로프라놀롤염산염",40,"밀리그램"
198100103,D000159,"염산아미로라이드",5,"밀리그램"
198100119,D001495,"우르소데옥시콜산",100,"밀리그램"
198100126,D000717,"메토프롤롤타르타르산염",100,"밀리그램"
198100130,D000709,"리도카인염산염수화물",21.33,"밀리그램"
198100130,D000560,"에피네프린타르타르산염",0.018,"밀리그램"
198100131,D000773,"트라마돌염산염",50,"밀리그램"
198100135,D000709,"리도카인염산염수화물",21.33,"밀리그램"
198100135,D000560,"에피네프린",0.01,"밀리그램"
198100221,D001098,"리보플라빈",5,"밀리그램"
198100221,D000216,"팔미틴산레티놀",2500,"아이.유"
198100222,D000683,"트리암시놀론아세토니드",1.0,"밀리그램"
198100234,D000522,"히드로코르티손",10.0,"밀리그램"
198100252,D000683,"트리암시놀론아세토니드",1,"밀리그램"
198100257,D000113,"할로페리돌",1.5,"밀리그램"
198100280,D000479,"클로베타솔프로피오네이트",0.5,"밀리그램"
198100304,D000625,"히드랄라진염산염",20,"밀리그램"
198100305,D000595,"페니토인나트륨",100,"밀리그램"
198100358,D000075,"겐타마이신황산염",1,"밀리그램"
198100372,D000907,"아세피필린",250,"밀리그램"
198100448,D000493,"인삼",0.7295,"밀리그램"
198100609,D000709,"L-멘톨",140,"밀리그램"
198100609,D000493,"디펜히드라민염산염",10,"밀리그램"
198100651,D000595,"페니토인나트륨",50,"밀리그램"
198100655,D000656,"아트로핀",2.39,"그램"
198100700,D000454,"아테놀롤",50,"밀리그램"
198200006,D000709,"바시트라신",400,"유니트"
198200006,D000603,"네오마이신황산염",3.5,"밀리그램"
198200006,D001154,"폴리믹신B황산염","5,000","유니트"
198200011,D000075,"겐타마이신황산염",1,"밀리그램"
198200012,D000075,"겐타마이신황산염",1.0,"밀리그램"
198200030,D000493,"인삼",,"그램"
198200030,D000363,"감초",,"그램"
198200030,D001098,"작약",,"그램"
198200030,D001657,"백출",,"그램"
198200033,D001657,"차전자",1.00,"그램"
198200033,D000147,"황금",1.00,"그램"
198200033,D000363,"감초",0.67,"그램"
198200033,D000493,"인삼",1.00,"그램"
198200036,D001670,"대황",0.83,"그램"
198200036,D000363,"감초",0.33,"그램"
198200048,D000314,"리팜피신",600.0,"밀리그램"
